card_id,customer_id,network,last4,issue_country
911,4529,MC,2541,ZA
912,2976,Visa,5433,ZA
913,4418,Visa,1306,ZA
914,3609,Visa,7849,ZA
915,1166,Visa,0982,ZA
916,984,Visa,4717,ZA
917,370,Visa,3805,ZA
918,2017,Visa,8162,ZA
919,950,Visa,7834,ZA
920,4386,Visa,5916,ZA
921,166,Visa,4984,ZA
922,951,MC,6454,ZA
923,3618,Visa,9330,ZA
924,3768,Visa,6839,ZA
925,2089,MC,9056,ZA
926,1254,Visa,8179,ZA
927,1156,MC,0131,ZA
928,1263,MC,3170,ZA
929,4322,MC,5275,ZA
930,1644,MC,5157,ZA
931,3490,MC,9515,ZA
932,3131,Visa,3111,ZA
933,1093,MC,0525,ZA
934,4689,MC,0651,ZA
935,4734,MC,8656,ZA
936,2282,Visa,3431,ZA
937,4691,MC,3954,ZA
938,903,Visa,2483,ZA
939,2751,MC,2337,ZA
940,33,Visa,5815,ZA
941,350,Visa,7192,ZA
942,4902,Visa,2601,ZA
943,4835,Visa,0112,ZA
944,2547,MC,9892,ZA
945,454,Visa,1032,ZA
946,4450,Visa,7145,ZA
947,1943,MC,9501,ZA
948,1004,Visa,6345,ZA
949,524,Visa,4534,ZA
950,1889,MC,6191,ZA
951,2373,MC,4363,ZA
952,2106,Visa,3736,ZA
953,1553,MC,8518,ZA
954,4692,Visa,7927,ZA
955,3375,Visa,1969,ZA
956,288,MC,4395,ZA
957,1798,MC,2909,ZA
958,4190,Visa,0505,ZA
959,3227,MC,3311,ZA
960,281,MC,4433,ZA
961,3030,MC,2600,ZA
962,3557,MC,6688,ZA
963,651,Visa,0471,ZA
964,1825,MC,2704,ZA
965,4804,Visa,0602,ZA
966,3937,MC,1878,ZA
967,4154,Visa,7706,ZA
968,1633,Visa,5823,ZA
969,4643,Visa,5114,ZA
970,1041,MC,7111,ZA
971,1413,MC,5042,ZA
972,2425,MC,0850,ZA
973,4195,Visa,7018,ZA
974,3345,Visa,6220,ZA
975,56,MC,5142,ZA
976,3033,Visa,1308,ZA
977,2113,MC,9205,ZA
978,3137,Visa,6192,ZA
979,3010,Visa,2852,ZA
980,669,Visa,0149,ZA
981,341,Visa,7647,ZA
982,1670,Visa,8378,ZA
983,805,MC,6517,ZA
984,144,MC,9955,ZA
985,1020,Visa,3045,ZA
986,1920,Visa,9479,ZA
987,4422,MC,6261,ZA
988,1972,Visa,5599,ZA
989,1222,Visa,4292,ZA
990,264,MC,6862,ZA
991,1319,MC,3976,ZA
992,4300,MC,0292,ZA
993,1415,MC,9903,ZA
994,4619,MC,0848,ZA
995,4335,MC,4240,ZA
996,3831,MC,5330,ZA
997,3351,Visa,7801,ZA
998,430,MC,5128,ZA
999,2385,Visa,2131,ZA
1000,1473,MC,1339,ZA
1001,52,Visa,8017,ZA
1002,3375,MC,7889,ZA
1003,1509,Visa,2246,ZA
1004,1109,Visa,0390,ZA
1005,2030,Visa,0958,ZA
1006,1458,MC,5559,ZA
1007,3565,MC,6424,ZA
1008,3285,MC,1785,ZA
1009,4743,Visa,7938,ZA
1010,3649,Visa,9350,ZA
1011,2067,MC,7791,ZA
1012,2535,MC,1565,ZA
1013,280,Visa,0470,ZA
1014,524,MC,3037,ZA
1015,2578,MC,6277,ZA
1016,2976,MC,5585,ZA
1017,2888,MC,6363,ZA
1018,3348,MC,5213,ZA
1019,1150,Visa,6679,ZA
1020,1805,Visa,1789,ZA
1021,1195,Visa,0385,ZA
1022,2141,Visa,7958,ZA
1023,3336,MC,6720,ZA
1024,3097,Visa,9529,ZA
1025,3878,Visa,6786,ZA
1026,2181,MC,7193,ZA
1027,1004,MC,7193,ZA
1028,2946,Visa,2995,ZA
1029,557,MC,2237,ZA
1030,3637,Visa,9777,ZA
1031,4740,Visa,0098,ZA
1032,4363,MC,3518,ZA
1033,2760,MC,5699,ZA
1034,1518,Visa,5296,ZA
1035,2294,MC,2473,ZA
1036,3931,Visa,1554,ZA
1037,4456,MC,4274,ZA
1038,583,MC,1515,ZA
1039,2897,MC,5303,ZA
1040,3676,Visa,2703,ZA
1041,2723,Visa,1913,ZA
1042,4791,Visa,6311,ZA
1043,273,Visa,5786,ZA
1044,3564,MC,7592,ZA
1045,4642,MC,6841,ZA
1046,2467,Visa,6713,ZA
1047,3708,MC,7146,ZA
1048,3430,MC,4280,ZA
1049,1855,MC,4304,ZA
1050,4291,Visa,4694,ZA
1051,840,Visa,9811,ZA
1052,197,MC,3891,ZA
1053,1906,MC,9029,ZA
1054,4608,Visa,5105,ZA
1055,2803,Visa,8785,ZA
1056,514,MC,5897,ZA
1057,725,MC,9090,ZA
1058,4915,Visa,8834,ZA
1059,2474,MC,7929,ZA
1060,2023,MC,1010,ZA
1061,2210,MC,1410,ZA
1062,2364,MC,6864,ZA
1063,1366,Visa,0770,ZA
1064,3314,Visa,4265,ZA
1065,2871,Visa,4777,ZA
1066,4772,Visa,1159,ZA
1067,3267,Visa,0040,ZA
1068,230,MC,3377,ZA
1069,846,Visa,7633,ZA
1070,470,MC,8444,ZA
1071,200,MC,1438,ZA
1072,738,MC,2054,ZA
1073,3936,MC,5728,ZA
1074,3277,MC,6059,ZA
1075,43,MC,6467,ZA
1076,2350,MC,0544,ZA
1077,593,MC,5612,ZA
1078,239,Visa,6416,ZA
1079,1963,Visa,1772,ZA
1080,156,MC,7562,ZA
1081,3241,MC,8095,ZA
1082,3033,MC,6798,ZA
1083,1299,MC,1145,ZA
1084,464,MC,1201,ZA
1085,4891,MC,2553,ZA
1086,987,MC,1045,ZA
1087,4384,MC,3237,ZA
1088,2092,Visa,9473,ZA
1089,2116,Visa,6558,ZA
1090,2425,Visa,0727,ZA
1091,4620,Visa,1198,ZA
1092,306,MC,5647,ZA
1093,864,MC,3237,ZA
1094,4929,Visa,6620,ZA
1095,4109,MC,7649,ZA
1096,153,MC,9841,ZA
1097,585,Visa,1524,ZA
1098,4603,MC,9274,ZA
1099,750,MC,0269,ZA
1100,1797,MC,4262,ZA
1101,1788,MC,3320,ZA
1102,2743,Visa,9915,ZA
1103,1553,MC,8507,ZA
1104,4817,Visa,0197,ZA
1105,4537,Visa,7801,ZA
1106,4822,Visa,4042,ZA
1107,278,MC,5891,ZA
1108,701,MC,1533,ZA
1109,111,Visa,9539,ZA
1110,3018,Visa,4794,ZA
1111,3807,Visa,9122,ZA
1112,2252,Visa,7840,ZA
1113,1693,MC,9974,ZA
1114,1825,MC,1428,ZA
1115,1490,MC,1898,ZA
1116,2005,MC,9390,ZA
1117,3467,MC,6284,ZA
1118,4424,Visa,1598,ZA
1119,730,MC,4803,ZA
1120,4550,Visa,2529,ZA
1121,1678,Visa,4628,ZA
1122,3728,MC,7909,ZA
1123,1360,MC,6964,ZA
1124,2036,Visa,6963,ZA
1125,82,Visa,5659,ZA
1126,260,MC,2233,ZA
1127,4460,MC,2034,ZA
1128,3632,MC,9241,ZA
1129,492,Visa,5878,ZA
1130,2184,MC,4333,ZA
1131,2322,Visa,6247,ZA
1132,4366,Visa,9740,ZA
1133,3625,MC,0457,ZA
1134,2947,MC,1022,ZA
1135,4832,Visa,0489,ZA
1136,4384,Visa,9193,ZA
1137,306,MC,2986,ZA
1138,4945,MC,3645,ZA
1139,775,Visa,3893,ZA
1140,72,MC,7430,ZA
1141,1898,MC,7402,ZA
1142,1198,Visa,4735,ZA
1143,4030,Visa,5367,ZA
1144,1131,Visa,1220,ZA
1145,669,Visa,9128,ZA
1146,1494,Visa,2506,ZA
1147,4690,MC,7789,ZA
1148,3827,MC,1573,ZA
1149,2011,Visa,9427,ZA
1150,1612,Visa,7719,ZA
1151,2841,Visa,8167,ZA
1152,4470,MC,5976,ZA
1153,3254,MC,8357,ZA
1154,3550,Visa,4459,ZA
1155,1914,MC,5279,ZA
1156,3567,MC,2594,ZA
1157,1222,Visa,3553,ZA
1158,323,MC,8266,ZA
1159,4992,MC,4396,ZA
1160,4732,Visa,2709,ZA
1161,363,Visa,7565,ZA
1162,4979,Visa,7627,ZA
1163,3053,MC,7258,ZA
1164,4627,Visa,5600,ZA
1165,3945,MC,3071,ZA
1166,4278,Visa,1486,ZA
1167,1355,Visa,5659,ZA
1168,3720,MC,8224,ZA
1169,3413,MC,4521,ZA
1170,1881,MC,5799,ZA
1171,1433,MC,4081,ZA
1172,1777,MC,9290,ZA
1173,2792,Visa,7590,ZA
1174,855,MC,3741,ZA
1175,2254,MC,8392,ZA
1176,449,MC,4828,ZA
1177,2669,Visa,2762,ZA
1178,535,Visa,5831,ZA
1179,4313,Visa,3356,ZA
1180,3075,MC,0788,ZA
1181,901,MC,9140,ZA
1182,466,MC,6185,ZA
1183,2695,Visa,7603,ZA
1184,833,MC,9544,ZA
1185,3946,Visa,6768,ZA
1186,2142,Visa,3185,ZA
1187,2537,MC,9361,ZA
1188,4123,Visa,6232,ZA
1189,2728,MC,2880,ZA
1190,4353,MC,2684,ZA
1191,2373,Visa,8720,ZA
1192,185,Visa,9535,ZA
1193,340,MC,7990,ZA
1194,2089,Visa,9741,ZA
1195,47,Visa,0545,ZA
1196,507,Visa,1574,ZA
1197,81,Visa,8510,ZA
1198,3717,MC,0955,ZA
1199,3742,Visa,6679,ZA
1200,4944,Visa,7081,ZA
1201,125,Visa,8329,ZA
1202,537,Visa,1550,ZA
1203,2194,MC,2955,ZA
1204,1852,Visa,8145,ZA
1205,4959,MC,6758,ZA
1206,2756,Visa,0528,ZA
1207,865,Visa,8922,ZA
1208,3827,Visa,8963,ZA
1209,3424,Visa,8239,ZA
1210,3977,Visa,1889,ZA
1211,47,Visa,8415,ZA
1212,3276,MC,2207,ZA
1213,3679,MC,9271,ZA
1214,1737,Visa,0961,ZA
1215,1371,Visa,2653,ZA
1216,3652,MC,1833,ZA
1217,297,MC,4304,ZA
1218,1454,MC,8572,ZA
1219,2790,Visa,1267,ZA
1220,2737,Visa,6625,ZA
1221,177,Visa,4286,ZA
1222,2642,Visa,6289,ZA
1223,3028,MC,5772,ZA
1224,2596,Visa,5484,ZA
1225,1546,MC,0129,ZA
1226,1891,MC,4836,ZA
1227,4133,MC,6400,ZA
1228,4850,MC,4746,ZA
1229,353,Visa,9809,ZA
1230,3301,MC,7520,ZA
1231,2434,Visa,4755,ZA
1232,2958,Visa,1759,ZA
1233,4163,Visa,4049,ZA
1234,4235,Visa,6621,ZA
1235,467,Visa,2479,ZA
1236,2702,Visa,8103,ZA
1237,714,MC,5110,ZA
1238,4204,Visa,0955,ZA
1239,366,MC,1544,ZA
1240,4374,MC,1915,ZA
1241,2793,Visa,9917,ZA
1242,376,MC,1815,ZA
1243,4898,MC,1476,ZA
1244,3067,Visa,0286,ZA
1245,2445,Visa,8353,ZA
1246,1842,MC,0405,ZA
1247,727,MC,0983,ZA
1248,4028,Visa,0723,ZA
1249,4027,Visa,8944,ZA
1250,4787,MC,5813,ZA
1251,590,Visa,9533,ZA
1252,1287,MC,6924,ZA
1253,4087,Visa,9587,ZA
1254,969,Visa,0110,ZA
1255,1983,Visa,0453,ZA
1256,1939,Visa,3550,ZA
1257,401,Visa,7305,ZA
1258,1323,MC,1097,ZA
1259,1533,Visa,5267,ZA
1260,2790,MC,7267,ZA
1261,2211,MC,0407,ZA
1262,3608,Visa,3869,ZA
1263,2118,Visa,6145,ZA
1264,4465,MC,0785,ZA
1265,4967,MC,1101,ZA
1266,2864,Visa,7940,ZA
1267,4771,MC,6996,ZA
1268,3349,Visa,3066,ZA
1269,4349,MC,7237,ZA
1270,4856,Visa,9930,ZA
1271,2806,MC,3732,ZA
1272,1094,MC,9655,ZA
1273,1164,Visa,8199,ZA
1274,4316,Visa,3881,ZA
1275,1396,Visa,1638,ZA
1276,241,Visa,2648,ZA
1277,1440,MC,7177,ZA
1278,1803,Visa,5574,ZA
1279,1322,Visa,7058,ZA
1280,1877,Visa,5253,ZA
1281,4011,MC,4406,ZA
1282,2200,Visa,4408,ZA
1283,4362,MC,8919,ZA
1284,297,Visa,1607,ZA
1285,175,Visa,7152,ZA
1286,1618,Visa,5068,ZA
1287,4998,MC,6151,ZA
1288,1146,MC,5602,ZA
1289,2410,MC,1335,ZA
1290,2829,MC,6806,ZA
1291,3685,Visa,9153,ZA
1292,1793,MC,5285,ZA
1293,4861,MC,0716,ZA
1294,75,Visa,5521,ZA
1295,2298,MC,6844,ZA
1296,4261,MC,9197,ZA
1297,2365,Visa,9437,ZA
1298,4773,MC,4176,ZA
1299,4151,Visa,6959,ZA
1300,3098,MC,6512,ZA
1301,4410,MC,0929,ZA
1302,4488,Visa,5085,ZA
1303,4991,MC,5444,ZA
1304,2631,Visa,9395,ZA
1305,4475,Visa,6364,ZA
1306,2647,Visa,0169,ZA
1307,1812,MC,6283,ZA
1308,411,MC,9115,ZA
1309,2440,Visa,4172,ZA
1310,2643,MC,4133,ZA
1311,1520,MC,7427,ZA
1312,243,Visa,9430,ZA
1313,3392,MC,3274,ZA
1314,3191,Visa,3717,ZA
1315,1874,MC,9908,ZA
1316,4890,MC,5293,ZA
1317,4662,Visa,8224,ZA
1318,2427,Visa,7200,ZA
1319,4350,Visa,5754,ZA
1320,3747,MC,4609,ZA
1321,1673,MC,7082,ZA
1322,3511,MC,2635,ZA
1323,4763,MC,1978,ZA
1324,1316,Visa,3020,ZA
1325,3717,Visa,1563,ZA
1326,2891,Visa,5660,ZA
1327,4583,Visa,5849,ZA
1328,3462,MC,0062,ZA
1329,4950,Visa,9273,ZA
1330,2759,Visa,9483,ZA
1331,397,MC,7827,ZA
1332,4263,MC,8034,ZA
1333,3926,Visa,9204,ZA
1334,1240,Visa,9074,ZA
1335,4906,Visa,4701,ZA
1336,4968,MC,5406,ZA
1337,637,Visa,2619,ZA
1338,2222,MC,9986,ZA
1339,4427,Visa,5453,ZA
1340,3675,MC,0899,ZA
1341,2820,MC,3636,ZA
1342,1259,Visa,6367,ZA
1343,1110,Visa,1787,ZA
1344,2299,MC,7748,ZA
1345,2259,Visa,4944,ZA
1346,3696,Visa,9460,ZA
1347,1458,MC,5333,ZA
1348,539,Visa,0207,ZA
1349,1984,Visa,7466,ZA
1350,2848,MC,4120,ZA
1351,184,Visa,6465,ZA
1352,3153,MC,4551,ZA
1353,1910,Visa,1525,ZA
1354,4329,Visa,6262,ZA
1355,2789,MC,6586,ZA
1356,2780,MC,9173,ZA
1357,4137,MC,5081,ZA
1358,774,MC,9681,ZA
1359,2745,MC,3038,ZA
1360,3589,MC,5240,ZA
1361,2643,MC,4611,ZA
1362,1818,Visa,7555,ZA
1363,1499,MC,3643,ZA
1364,4408,MC,7719,ZA
1365,2062,MC,0435,ZA
1366,4184,Visa,1499,ZA
1367,496,Visa,6562,ZA
1368,1585,Visa,8364,ZA
1369,251,MC,6809,ZA
1370,263,MC,7786,ZA
1371,252,Visa,4488,ZA
1372,2663,Visa,3870,ZA
1373,3781,Visa,8920,ZA
1374,4667,Visa,3658,ZA
1375,1891,MC,7631,ZA
1376,3708,MC,7823,ZA
1377,2437,MC,7549,ZA
1378,483,MC,4269,ZA
1379,4959,MC,0201,ZA
1380,2454,MC,6080,ZA
1381,2057,Visa,8683,ZA
1382,4701,MC,1555,ZA
1383,4489,Visa,7719,ZA
1384,1110,Visa,5003,ZA
1385,1857,Visa,0837,ZA
1386,4773,Visa,1589,ZA
1387,4296,Visa,2423,ZA
1388,417,Visa,4473,ZA
1389,4732,Visa,0814,ZA
1390,3386,Visa,3680,ZA
1391,83,Visa,5999,ZA
1392,223,Visa,0137,ZA
1393,3875,MC,0906,ZA
1394,4007,Visa,3102,ZA
1395,3356,MC,9797,ZA
1396,2677,Visa,5616,ZA
1397,3676,MC,4556,ZA
1398,4061,MC,9034,ZA
1399,4532,Visa,6348,ZA
1400,3708,Visa,3433,ZA
1401,3895,MC,6989,ZA
1402,4656,MC,5018,ZA
1403,3518,MC,1866,ZA
1404,1463,MC,4919,ZA
1405,619,MC,1481,ZA
1406,2952,Visa,5193,ZA
1407,1730,MC,1265,ZA
1408,3125,Visa,9967,ZA
1409,3860,MC,9590,ZA
1410,4185,MC,4494,ZA
1411,4065,MC,6469,ZA
1412,1672,Visa,7835,ZA
1413,899,Visa,6466,ZA
1414,4588,MC,7844,ZA
1415,2825,MC,6266,ZA
1416,4848,MC,9777,ZA
1417,175,MC,2800,ZA
1418,2775,Visa,4995,ZA
1419,1624,Visa,7446,ZA
1420,4369,MC,8957,ZA
1421,1266,MC,0915,ZA
1422,1727,Visa,8462,ZA
1423,3673,Visa,1279,ZA
1424,4861,MC,8199,ZA
1425,2872,Visa,1664,ZA
1426,4035,MC,5328,ZA
1427,1234,Visa,3925,ZA
1428,529,MC,5404,ZA
1429,3660,Visa,5493,ZA
1430,3222,Visa,1619,ZA
1431,602,Visa,8695,ZA
1432,4144,MC,5501,ZA
1433,2680,MC,6765,ZA
1434,320,Visa,1812,ZA
1435,3505,MC,4180,ZA
1436,1318,MC,9280,ZA
1437,2219,Visa,8385,ZA
1438,445,Visa,2493,ZA
1439,1781,MC,8579,ZA
1440,4609,MC,6665,ZA
1441,3044,Visa,9839,ZA
1442,2332,MC,0093,ZA
1443,708,Visa,1151,ZA
1444,1807,MC,1269,ZA
1445,3051,Visa,6965,ZA
1446,3818,MC,9281,ZA
1447,3181,Visa,9338,ZA
1448,1444,Visa,0885,ZA
1449,4106,Visa,8234,ZA
1450,2418,MC,8973,ZA
1451,925,MC,5121,ZA
1452,1395,Visa,8971,ZA
1453,3265,MC,4813,ZA
1454,1283,MC,1094,ZA
1455,4581,MC,6748,ZA
1456,1340,Visa,5975,ZA
1457,4918,MC,1335,ZA
1458,4196,MC,4500,ZA
1459,4658,Visa,4346,ZA
1460,2675,MC,6778,ZA
1461,2055,Visa,9881,ZA
1462,1691,Visa,4173,ZA
1463,4380,MC,0341,ZA
1464,2630,Visa,2692,ZA
1465,772,MC,4376,ZA
1466,3836,Visa,7968,ZA
1467,2335,MC,2948,ZA
1468,1929,MC,6034,ZA
1469,2651,MC,6374,ZA
1470,1032,MC,3543,ZA
1471,4699,MC,8107,ZA
1472,4970,MC,9179,ZA
1473,1753,Visa,4253,ZA
1474,4175,MC,3468,ZA
1475,2211,MC,8075,ZA
1476,3691,MC,6165,ZA
1477,2769,Visa,4525,ZA
1478,1004,MC,6978,ZA
1479,2259,MC,0926,ZA
1480,1637,Visa,5445,ZA
1481,4445,Visa,5528,ZA
1482,1141,Visa,7806,ZA
1483,2773,Visa,0090,ZA
1484,4248,MC,8233,ZA
1485,258,MC,7870,ZA
1486,606,MC,5301,ZA
1487,4521,Visa,8051,ZA
1488,3317,MC,9668,ZA
1489,4386,Visa,9208,ZA
1490,2447,Visa,1228,ZA
1491,906,MC,5285,ZA
1492,771,Visa,2013,ZA
1493,2893,Visa,6271,ZA
1494,2537,MC,5748,ZA
1495,2663,MC,9116,ZA
1496,1358,Visa,5488,ZA
1497,139,MC,2467,ZA
1498,2970,MC,8353,ZA
1499,4042,Visa,9361,ZA
1500,1293,MC,9132,ZA
1501,355,MC,3946,ZA
1502,1190,Visa,1464,ZA
1503,317,Visa,7946,ZA
1504,4493,Visa,8653,ZA
1505,584,MC,3110,ZA
1506,1099,MC,8847,ZA
1507,1444,Visa,7115,ZA
1508,3844,Visa,4339,ZA
1509,3939,Visa,4965,ZA
1510,4851,MC,9289,ZA
1511,3855,Visa,1068,ZA
1512,115,MC,2599,ZA
1513,1597,Visa,0026,ZA
1514,873,Visa,9094,ZA
1515,3189,Visa,7858,ZA
1516,1258,MC,6073,ZA
1517,4841,Visa,0905,ZA
1518,3738,Visa,9628,ZA
1519,3995,MC,7143,ZA
1520,2421,MC,8728,ZA
1521,953,Visa,8975,ZA
1522,4101,Visa,3929,ZA
1523,724,MC,5661,ZA
1524,1794,MC,5260,ZA
1525,76,Visa,2822,ZA
1526,3370,MC,7585,ZA
1527,4114,Visa,7418,ZA
1528,4936,MC,7533,ZA
1529,697,Visa,1346,ZA
1530,1059,MC,2333,ZA
1531,491,MC,6651,ZA
1532,1633,Visa,7978,ZA
1533,568,Visa,7079,ZA
1534,3101,Visa,1949,ZA
1535,4262,MC,8476,ZA
1536,1825,Visa,4299,ZA
1537,3131,Visa,1787,ZA
1538,702,Visa,5055,ZA
1539,718,MC,9761,ZA
1540,1957,MC,2367,ZA
1541,2022,Visa,1978,ZA
1542,781,Visa,1433,ZA
1543,142,Visa,6436,ZA
1544,4961,Visa,8274,ZA
1545,4106,Visa,3529,ZA
1546,4640,Visa,4461,ZA
1547,2152,MC,9970,ZA
1548,3166,Visa,5070,ZA
1549,436,MC,6363,ZA
1550,1316,Visa,6748,ZA
1551,2372,MC,7841,ZA
1552,3813,MC,0964,ZA
1553,2530,MC,1869,ZA
1554,4506,MC,3161,ZA
1555,1205,MC,6953,ZA
1556,3975,Visa,5409,ZA
1557,3985,Visa,9865,ZA
1558,1372,MC,0805,ZA
1559,4899,Visa,1429,ZA
1560,2614,Visa,8116,ZA
1561,3346,Visa,1139,ZA
1562,4848,Visa,7985,ZA
1563,2383,Visa,5941,ZA
1564,3774,MC,6675,ZA
1565,2644,MC,2075,ZA
1566,4253,Visa,3867,ZA
1567,3080,Visa,9051,ZA
1568,2994,Visa,5025,ZA
1569,2897,Visa,0744,ZA
1570,2674,Visa,6831,ZA
1571,761,MC,0815,ZA
1572,1617,MC,5075,ZA
1573,8,Visa,6093,ZA
1574,1256,MC,2373,ZA
1575,316,Visa,4976,ZA
1576,3580,Visa,8321,ZA
1577,537,MC,2607,ZA
1578,3302,Visa,7479,ZA
1579,3781,MC,0052,ZA
1580,1586,MC,1263,ZA
1581,4159,MC,2565,ZA
1582,3204,MC,1758,ZA
1583,4244,Visa,2731,ZA
1584,3606,Visa,2581,ZA
1585,4285,MC,8950,ZA
1586,1299,MC,0061,ZA
1587,2506,MC,6492,ZA
1588,4572,Visa,5492,ZA
1589,1018,Visa,0982,ZA
1590,4774,MC,0682,ZA
1591,4750,MC,8954,ZA
1592,3600,MC,6222,ZA
1593,3023,Visa,6503,ZA
1594,4246,Visa,5698,ZA
1595,1984,MC,9561,ZA
1596,506,Visa,9159,ZA
1597,1047,MC,3485,ZA
1598,4790,MC,8561,ZA
1599,124,MC,0326,ZA
1600,3356,Visa,4245,ZA
1601,192,MC,2828,ZA
1602,1506,MC,3384,ZA
1603,4607,MC,1402,ZA
1604,2113,MC,9557,ZA
1605,233,MC,6061,ZA
1606,3162,Visa,9534,ZA
1607,4289,MC,9912,ZA
1608,4445,MC,7823,ZA
1609,2242,MC,1175,ZA
1610,4223,MC,7069,ZA
1611,1899,MC,1663,ZA
1612,3258,Visa,3192,ZA
1613,302,Visa,2113,ZA
1614,876,Visa,3297,ZA
1615,3283,Visa,7784,ZA
1616,353,Visa,4344,ZA
1617,4998,Visa,3821,ZA
1618,1630,Visa,7008,ZA
1619,960,MC,7078,ZA
1620,3938,MC,8044,ZA
1621,516,MC,6689,ZA
1622,1002,MC,4386,ZA
1623,3576,MC,2395,ZA
1624,4551,Visa,1553,ZA
1625,4603,MC,4186,ZA
1626,2598,MC,4585,ZA
1627,1630,Visa,8684,ZA
1628,735,MC,3155,ZA
1629,1319,MC,9236,ZA
1630,246,Visa,1647,ZA
1631,2430,MC,3635,ZA
1632,1551,MC,6309,ZA
1633,4672,MC,0688,ZA
1634,2847,Visa,5394,ZA
1635,3391,Visa,9828,ZA
1636,4883,MC,5768,ZA
1637,11,Visa,8502,ZA
1638,1154,MC,5913,ZA
1639,62,MC,5118,ZA
1640,4500,Visa,1162,ZA
1641,2293,Visa,8029,ZA
1642,2623,Visa,7234,ZA
1643,2936,MC,0473,ZA
1644,4765,MC,5925,ZA
1645,1354,MC,1486,ZA
1646,3144,MC,4736,ZA
1647,218,Visa,0707,ZA
1648,147,Visa,4474,ZA
1649,538,MC,7178,ZA
1650,932,MC,9655,ZA
1651,2085,Visa,7686,ZA
1652,4920,MC,2448,ZA
1653,4349,MC,2968,ZA
1654,4042,Visa,6553,ZA
1655,894,Visa,6616,ZA
1656,247,Visa,6385,ZA
1657,1772,Visa,6915,ZA
1658,4725,Visa,7600,ZA
1659,3473,MC,4050,ZA
1660,4998,Visa,6353,ZA
1661,2528,MC,2750,ZA
1662,4414,Visa,8421,ZA
1663,3354,Visa,4071,ZA
1664,2543,MC,6715,ZA
1665,693,Visa,8996,ZA
1666,1524,Visa,8923,ZA
1667,3472,Visa,0049,ZA
1668,517,Visa,9533,ZA
1669,350,Visa,8035,ZA
1670,435,Visa,9644,ZA
1671,3327,MC,7172,ZA
1672,4554,Visa,5431,ZA
1673,2815,MC,5207,ZA
1674,4979,MC,2941,ZA
1675,3112,Visa,9348,ZA
1676,2322,Visa,0445,ZA
1677,2442,MC,4509,ZA
1678,3797,Visa,5005,ZA
1679,3367,Visa,6612,ZA
1680,2515,MC,0177,ZA
1681,87,MC,0275,ZA
1682,1642,Visa,5952,ZA
1683,3968,Visa,6288,ZA
1684,4862,Visa,6368,ZA
1685,1515,Visa,0733,ZA
1686,2943,MC,5491,ZA
1687,30,MC,7417,ZA
1688,757,MC,9996,ZA
1689,3713,MC,2990,ZA
1690,3395,MC,1533,ZA
1691,2286,MC,6925,ZA
1692,305,Visa,7254,ZA
1693,1970,Visa,8108,ZA
1694,1575,Visa,3959,ZA
1695,1407,MC,0672,ZA
1696,1245,Visa,0613,ZA
1697,2022,Visa,9604,ZA
1698,3033,MC,6469,ZA
1699,1047,Visa,8054,ZA
1700,4772,Visa,2391,ZA
1701,1708,Visa,0717,ZA
1702,2008,Visa,3714,ZA
1703,3886,MC,8219,ZA
1704,2283,Visa,9824,ZA
1705,2215,MC,6118,ZA
1706,3743,MC,3214,ZA
1707,9,MC,2007,ZA
1708,4698,MC,9610,ZA
1709,886,MC,2447,ZA
1710,647,Visa,0439,ZA
1711,2348,Visa,1263,ZA
1712,2633,Visa,3503,ZA
1713,4044,MC,3753,ZA
1714,1294,MC,8773,ZA
1715,73,MC,8235,ZA
1716,4200,MC,2993,ZA
1717,3474,MC,3319,ZA
1718,3154,MC,6313,ZA
1719,1184,Visa,5574,ZA
1720,2376,Visa,2116,ZA
1721,853,Visa,7159,ZA
1722,3748,MC,9278,ZA
1723,301,Visa,5736,ZA
1724,1180,Visa,6809,ZA
1725,1071,Visa,2934,ZA
1726,1210,MC,9708,ZA
1727,4543,MC,4873,ZA
1728,1705,MC,6684,ZA
1729,4038,MC,2977,ZA
1730,2232,MC,5855,ZA
1731,1911,Visa,7606,ZA
1732,1677,MC,1975,ZA
1733,3508,MC,3518,ZA
1734,2137,MC,4425,ZA
1735,661,Visa,4043,ZA
1736,2817,MC,2822,ZA
1737,1944,MC,9918,ZA
1738,2535,MC,8644,ZA
1739,17,MC,2734,ZA
1740,4208,Visa,7249,ZA
1741,2949,MC,6584,ZA
1742,3725,MC,7545,ZA
1743,1481,MC,3227,ZA
1744,3371,Visa,1210,ZA
1745,1056,Visa,5014,ZA
1746,3439,Visa,6104,ZA
1747,2240,MC,4868,ZA
1748,3544,MC,1802,ZA
1749,4352,MC,8213,ZA
1750,4505,Visa,1987,ZA
1751,3840,Visa,8324,ZA
1752,90,MC,5113,ZA
1753,1093,Visa,2118,ZA
1754,1618,MC,8970,ZA
1755,2794,MC,6261,ZA
1756,3019,Visa,7853,ZA
1757,2073,MC,2175,ZA
1758,2190,Visa,9671,ZA
1759,4135,MC,2087,ZA
1760,127,Visa,3633,ZA
1761,3359,Visa,8433,ZA
1762,7,Visa,7669,ZA
1763,2328,MC,9497,ZA
1764,4072,MC,5505,ZA
1765,2373,MC,1679,ZA
1766,39,Visa,8803,ZA
1767,1138,Visa,3869,ZA
1768,2098,Visa,2293,ZA
1769,2356,Visa,9836,ZA
1770,585,Visa,5400,ZA
1771,3766,Visa,4728,ZA
1772,2071,Visa,4468,ZA
1773,3572,MC,8777,ZA
